"startTime";"endTime";"wind";"solar"
"2023-04-14T03:00:00.000Z";"2023-04-14T04:00:00.000Z";3637.19999;6.09999
"2023-04-14T04:00:00.000Z";"2023-04-14T05:00:00.000Z";3579.3;74.4
"2023-04-14T05:00:00.000Z";"2023-04-14T06:00:00.000Z";2968.8;161.3
"2023-04-14T06:00:00.000Z";"2023-04-14T07:00:00.000Z";2324.09999;238
"2023-04-14T07:00:00.000Z";"2023-04-14T08:00:00.000Z";1822.4;309.1
"2023-04-14T08:00:00.000Z";"2023-04-14T09:00:00.000Z";1478.7;380.89999
"2023-04-14T09:00:00.000Z";"2023-04-14T10:00:00.000Z";1406.5;436.19999
"2023-04-14T10:00:00.000Z";"2023-04-14T11:00:00.000Z";1537.59999;449.1
"2023-04-14T11:00:00.000Z";"2023-04-14T12:00:00.000Z";1668.59999;413.39999
"2023-04-14T12:00:00.000Z";"2023-04-14T13:00:00.000Z";1748.4;374.19999
"2023-04-14T13:00:00.000Z";"2023-04-14T14:00:00.000Z";1775.7;310.89999
"2023-04-14T14:00:00.000Z";"2023-04-14T15:00:00.000Z";1891;228
"2023-04-14T15:00:00.000Z";"2023-04-14T16:00:00.000Z";2127.4;143.9
"2023-04-14T16:00:00.000Z";"2023-04-14T17:00:00.000Z";2523.8;60.29999
"2023-04-14T17:00:00.000Z";"2023-04-14T18:00:00.000Z";3039.69999;0.3
"2023-04-14T18:00:00.000Z";"2023-04-14T19:00:00.000Z";3468.69999;0
"2023-04-14T19:00:00.000Z";"2023-04-14T20:00:00.000Z";3175.4;0
"2023-04-14T20:00:00.000Z";"2023-04-14T21:00:00.000Z";3135;0
"2023-04-14T21:00:00.000Z";"2023-04-14T22:00:00.000Z";3289.9;0
"2023-04-14T22:00:00.000Z";"2023-04-14T23:00:00.000Z";3267.9;0
"2023-04-14T23:00:00.000Z";"2023-04-15T00:00:00.000Z";2994.19999;0
"2023-04-15T00:00:00.000Z";"2023-04-15T01:00:00.000Z";3195.8;0
"2023-04-15T01:00:00.000Z";"2023-04-15T02:00:00.000Z";2911.8;0
"2023-04-15T02:00:00.000Z";"2023-04-15T03:00:00.000Z";2603;0
"2023-04-15T03:00:00.000Z";"2023-04-15T04:00:00.000Z";2355.59999;8.3
"2023-04-15T04:00:00.000Z";"2023-04-15T05:00:00.000Z";2398.59999;80.29999
"2023-04-15T05:00:00.000Z";"2023-04-15T06:00:00.000Z";1495.8;164.4
"2023-04-15T06:00:00.000Z";"2023-04-15T07:00:00.000Z";873;242
"2023-04-15T07:00:00.000Z";"2023-04-15T08:00:00.000Z";533.79999;319.6
"2023-04-15T08:00:00.000Z";"2023-04-15T09:00:00.000Z";374.3;393.6
"2023-04-15T09:00:00.000Z";"2023-04-15T10:00:00.000Z";347.8;416.8
"2023-04-15T10:00:00.000Z";"2023-04-15T11:00:00.000Z";342.69999;422.8
"2023-04-15T11:00:00.000Z";"2023-04-15T12:00:00.000Z";469.8;411.39999
"2023-04-15T12:00:00.000Z";"2023-04-15T13:00:00.000Z";547.6;373.8
"2023-04-15T13:00:00.000Z";"2023-04-15T14:00:00.000Z";507.39999;311.5
"2023-04-15T14:00:00.000Z";"2023-04-15T15:00:00.000Z";435.8;228.69999
"2023-04-15T15:00:00.000Z";"2023-04-15T16:00:00.000Z";506.3;145.3
"2023-04-15T16:00:00.000Z";"2023-04-15T17:00:00.000Z";775.5;64
"2023-04-15T17:00:00.000Z";"2023-04-15T18:00:00.000Z";1229.4;0.3
"2023-04-15T18:00:00.000Z";"2023-04-15T19:00:00.000Z";1625.8;0
"2023-04-15T19:00:00.000Z";"2023-04-15T20:00:00.000Z";1752.8;0
"2023-04-15T20:00:00.000Z";"2023-04-15T21:00:00.000Z";1650.2;0
"2023-04-15T21:00:00.000Z";"2023-04-15T22:00:00.000Z";1455.5;0
"2023-04-15T22:00:00.000Z";"2023-04-15T23:00:00.000Z";1289.7;0
"2023-04-15T23:00:00.000Z";"2023-04-16T00:00:00.000Z";1017.3;0
"2023-04-16T00:00:00.000Z";"2023-04-16T01:00:00.000Z";991.7;0
"2023-04-16T01:00:00.000Z";"2023-04-16T02:00:00.000Z";959;0
"2023-04-16T02:00:00.000Z";"2023-04-16T03:00:00.000Z";873.29999;0
"2023-04-16T03:00:00.000Z";"2023-04-16T04:00:00.000Z";780;9.09999
"2023-04-16T04:00:00.000Z";"2023-04-16T05:00:00.000Z";752.2;92.5
"2023-04-16T05:00:00.000Z";"2023-04-16T06:00:00.000Z";806.5;185.59999
"2023-04-16T06:00:00.000Z";"2023-04-16T07:00:00.000Z";263.69999;270.1
"2023-04-16T07:00:00.000Z";"2023-04-16T08:00:00.000Z";71.29999;353.3
"2023-04-16T08:00:00.000Z";"2023-04-16T09:00:00.000Z";39;418.19999
"2023-04-16T09:00:00.000Z";"2023-04-16T10:00:00.000Z";37.1;458.3
"2023-04-16T10:00:00.000Z";"2023-04-16T11:00:00.000Z";58.2;466.1
"2023-04-16T11:00:00.000Z";"2023-04-16T12:00:00.000Z";87.4;436.5
"2023-04-16T12:00:00.000Z";"2023-04-16T13:00:00.000Z";135;389.3
"2023-04-16T13:00:00.000Z";"2023-04-16T14:00:00.000Z";190.5;322
"2023-04-16T14:00:00.000Z";"2023-04-16T15:00:00.000Z";235.4;237.09999
"2023-04-16T15:00:00.000Z";"2023-04-16T16:00:00.000Z";289.6;151.69999
"2023-04-16T16:00:00.000Z";"2023-04-16T17:00:00.000Z";386.39999;67.59999
"2023-04-16T17:00:00.000Z";"2023-04-16T18:00:00.000Z";478.39999;1.1
"2023-04-16T18:00:00.000Z";"2023-04-16T19:00:00.000Z";456.6;0
"2023-04-16T19:00:00.000Z";"2023-04-16T20:00:00.000Z";390.19999;0
"2023-04-16T20:00:00.000Z";"2023-04-16T21:00:00.000Z";347.8;0
"2023-04-16T21:00:00.000Z";"2023-04-16T22:00:00.000Z";320.89999;0
"2023-04-16T22:00:00.000Z";"2023-04-16T23:00:00.000Z";266.8;0
"2023-04-16T23:00:00.000Z";"2023-04-17T00:00:00.000Z";273.69999;0
"2023-04-17T00:00:00.000Z";"2023-04-17T01:00:00.000Z";252.5;0
"2023-04-17T01:00:00.000Z";"2023-04-17T02:00:00.000Z";249.8;0
"2023-04-17T02:00:00.000Z";"2023-04-17T03:00:00.000Z";238.9;0
"2023-04-17T03:00:00.000Z";"2023-04-17T04:00:00.000Z";256.69999;14.1
"2023-04-17T04:00:00.000Z";"2023-04-17T05:00:00.000Z";287.8;92.9
"2023-04-17T05:00:00.000Z";"2023-04-17T06:00:00.000Z";295.1;181.69999
"2023-04-17T06:00:00.000Z";"2023-04-17T07:00:00.000Z";134.59999;270.5
"2023-04-17T07:00:00.000Z";"2023-04-17T08:00:00.000Z";65.2;351.1
"2023-04-17T08:00:00.000Z";"2023-04-17T09:00:00.000Z";68.09999;419.3
"2023-04-17T09:00:00.000Z";"2023-04-17T10:00:00.000Z";121.3;458
"2023-04-17T10:00:00.000Z";"2023-04-17T11:00:00.000Z";180.19999;459
"2023-04-17T11:00:00.000Z";"2023-04-17T12:00:00.000Z";253.9;422.8
"2023-04-17T12:00:00.000Z";"2023-04-17T13:00:00.000Z";348.1;373.19999
"2023-04-17T13:00:00.000Z";"2023-04-17T14:00:00.000Z";462.5;298.89999
"2023-04-17T14:00:00.000Z";"2023-04-17T15:00:00.000Z";637.6;222
"2023-04-17T15:00:00.000Z";"2023-04-17T16:00:00.000Z";797.29999;141.9
"2023-04-17T16:00:00.000Z";"2023-04-17T17:00:00.000Z";958.6;64.2
"2023-04-17T17:00:00.000Z";"2023-04-17T18:00:00.000Z";1081.8;1.2
"2023-04-17T18:00:00.000Z";"2023-04-17T19:00:00.000Z";1238;0
"2023-04-17T19:00:00.000Z";"2023-04-17T20:00:00.000Z";1295.7;0
"2023-04-17T20:00:00.000Z";"2023-04-17T21:00:00.000Z";1290.09999;0
"2023-04-17T21:00:00.000Z";"2023-04-17T22:00:00.000Z";1452.4;0
"2023-04-17T22:00:00.000Z";"2023-04-17T23:00:00.000Z";1700.2;0
"2023-04-17T23:00:00.000Z";"2023-04-18T00:00:00.000Z";1961.09999;0
"2023-04-18T00:00:00.000Z";"2023-04-18T01:00:00.000Z";1825.5;0
"2023-04-18T01:00:00.000Z";"2023-04-18T02:00:00.000Z";1775.8;0
"2023-04-18T02:00:00.000Z";"2023-04-18T03:00:00.000Z";1847.8;0
"2023-04-18T03:00:00.000Z";"2023-04-18T04:00:00.000Z";1846.09999;11.19999
"2023-04-18T04:00:00.000Z";"2023-04-18T05:00:00.000Z";1885.5;75.5
"2023-04-18T05:00:00.000Z";"2023-04-18T06:00:00.000Z";1501.3;147.9
"2023-04-18T06:00:00.000Z";"2023-04-18T07:00:00.000Z";939;226.4
"2023-04-18T07:00:00.000Z";"2023-04-18T08:00:00.000Z";662.1;308.8
"2023-04-18T08:00:00.000Z";"2023-04-18T09:00:00.000Z";673.5;390
"2023-04-18T09:00:00.000Z";"2023-04-18T10:00:00.000Z";810.2;423.19999
"2023-04-18T10:00:00.000Z";"2023-04-18T11:00:00.000Z";801.5;425.3
"2023-04-18T11:00:00.000Z";"2023-04-18T12:00:00.000Z";1110.5;423.3
"2023-04-18T12:00:00.000Z";"2023-04-18T13:00:00.000Z";1298.9;382.1
"2023-04-18T13:00:00.000Z";"2023-04-18T14:00:00.000Z";1390.59999;322.3
"2023-04-18T14:00:00.000Z";"2023-04-18T15:00:00.000Z";1318.3;241.09999
"2023-04-18T15:00:00.000Z";"2023-04-18T16:00:00.000Z";1225.9;156.4
"2023-04-18T16:00:00.000Z";"2023-04-18T17:00:00.000Z";1293.2;73.59999
"2023-04-18T17:00:00.000Z";"2023-04-18T18:00:00.000Z";1428.09999;3.5
"2023-04-18T18:00:00.000Z";"2023-04-18T19:00:00.000Z";1492.2;0
"2023-04-18T19:00:00.000Z";"2023-04-18T20:00:00.000Z";1349.2;0
"2023-04-18T20:00:00.000Z";"2023-04-18T21:00:00.000Z";1112.4;0
"2023-04-18T21:00:00.000Z";"2023-04-18T22:00:00.000Z";959.6;0
"2023-04-18T22:00:00.000Z";"2023-04-18T23:00:00.000Z";952;0
"2023-04-18T23:00:00.000Z";"2023-04-19T00:00:00.000Z";945.2;0
"2023-04-19T00:00:00.000Z";"2023-04-19T01:00:00.000Z";874.5;0
"2023-04-19T01:00:00.000Z";"2023-04-19T02:00:00.000Z";821.2;0
"2023-04-19T02:00:00.000Z";"2023-04-19T03:00:00.000Z";810.2;0
"2023-04-19T03:00:00.000Z";"2023-04-19T04:00:00.000Z";776.39999;19.1
"2023-04-19T04:00:00.000Z";"2023-04-19T05:00:00.000Z";805.29999;101.8
"2023-04-19T05:00:00.000Z";"2023-04-19T06:00:00.000Z";894.89999;189
"2023-04-19T06:00:00.000Z";"2023-04-19T07:00:00.000Z";694.79999;273.5
"2023-04-19T07:00:00.000Z";"2023-04-19T08:00:00.000Z";683.7;348.8
"2023-04-19T08:00:00.000Z";"2023-04-19T09:00:00.000Z";749.79999;410.8
"2023-04-19T09:00:00.000Z";"2023-04-19T10:00:00.000Z";802.29999;439.39999
"2023-04-19T10:00:00.000Z";"2023-04-19T11:00:00.000Z";795;445.5
"2023-04-19T11:00:00.000Z";"2023-04-19T12:00:00.000Z";862.5;396.89999
"2023-04-19T12:00:00.000Z";"2023-04-19T13:00:00.000Z";1011.8;349.89999
"2023-04-19T13:00:00.000Z";"2023-04-19T14:00:00.000Z";1081.59999;276
"2023-04-19T14:00:00.000Z";"2023-04-19T15:00:00.000Z";1089.8;206.9
"2023-04-19T15:00:00.000Z";"2023-04-19T16:00:00.000Z";1133.9;135.9
"2023-04-19T16:00:00.000Z";"2023-04-19T17:00:00.000Z";1198.3;67.5
"2023-04-19T17:00:00.000Z";"2023-04-19T18:00:00.000Z";1280.5;3.7
"2023-04-19T18:00:00.000Z";"2023-04-19T19:00:00.000Z";1283.4;0
"2023-04-19T19:00:00.000Z";"2023-04-19T20:00:00.000Z";1260.9;0
"2023-04-19T20:00:00.000Z";"2023-04-19T21:00:00.000Z";1305.09999;0
"2023-04-19T21:00:00.000Z";"2023-04-19T22:00:00.000Z";1454.3;0
"2023-04-19T22:00:00.000Z";"2023-04-19T23:00:00.000Z";1582.9;0
"2023-04-19T23:00:00.000Z";"2023-04-20T00:00:00.000Z";1693.5;0
"2023-04-20T00:00:00.000Z";"2023-04-20T01:00:00.000Z";1713.5;0
"2023-04-20T01:00:00.000Z";"2023-04-20T02:00:00.000Z";1640.09999;0
"2023-04-20T02:00:00.000Z";"2023-04-20T03:00:00.000Z";1535.2;0
"2023-04-20T03:00:00.000Z";"2023-04-20T04:00:00.000Z";1499.7;16.69999
"2023-04-20T04:00:00.000Z";"2023-04-20T05:00:00.000Z";1617.7;86.79999
"2023-04-20T05:00:00.000Z";"2023-04-20T06:00:00.000Z";1428.3;166.09999
"2023-04-20T06:00:00.000Z";"2023-04-20T07:00:00.000Z";992.5;249.3
"2023-04-20T07:00:00.000Z";"2023-04-20T08:00:00.000Z";684.5;319.89999
"2023-04-20T08:00:00.000Z";"2023-04-20T09:00:00.000Z";578.89999;365.1
"2023-04-20T09:00:00.000Z";"2023-04-20T10:00:00.000Z";505.89999;388.19999
"2023-04-20T10:00:00.000Z";"2023-04-20T11:00:00.000Z";605.6;397
"2023-04-20T11:00:00.000Z";"2023-04-20T12:00:00.000Z";652;376.39999
"2023-04-20T12:00:00.000Z";"2023-04-20T13:00:00.000Z";653.1;343.5
"2023-04-20T13:00:00.000Z";"2023-04-20T14:00:00.000Z";712.5;285.3
"2023-04-20T14:00:00.000Z";"2023-04-20T15:00:00.000Z";760.29999;221.9
"2023-04-20T15:00:00.000Z";"2023-04-20T16:00:00.000Z";866.79999;142.3
"2023-04-20T16:00:00.000Z";"2023-04-20T17:00:00.000Z";1111.59999;72.2
"2023-04-20T17:00:00.000Z";"2023-04-20T18:00:00.000Z";1341.3;4.4
"2023-04-20T18:00:00.000Z";"2023-04-20T19:00:00.000Z";1479.4;0
"2023-04-20T19:00:00.000Z";"2023-04-20T20:00:00.000Z";1575.8;0
"2023-04-20T20:00:00.000Z";"2023-04-20T21:00:00.000Z";1671.3;0
"2023-04-20T21:00:00.000Z";"2023-04-20T22:00:00.000Z";1904.5;0
"2023-04-20T22:00:00.000Z";"2023-04-20T23:00:00.000Z";1914.9;0
"2023-04-20T23:00:00.000Z";"2023-04-21T00:00:00.000Z";1615.9;0
"2023-04-21T00:00:00.000Z";"2023-04-21T01:00:00.000Z";1557.5;0
"2023-04-21T01:00:00.000Z";"2023-04-21T02:00:00.000Z";1396.8;0
"2023-04-21T02:00:00.000Z";"2023-04-21T03:00:00.000Z";1259.4;0
"2023-04-21T03:00:00.000Z";"2023-04-21T04:00:00.000Z";1042.9;23.69999
"2023-04-21T04:00:00.000Z";"2023-04-21T05:00:00.000Z";902.2;96
"2023-04-21T05:00:00.000Z";"2023-04-21T06:00:00.000Z";536.89999;179.59999
"2023-04-21T06:00:00.000Z";"2023-04-21T07:00:00.000Z";408.39999;265.6
"2023-04-21T07:00:00.000Z";"2023-04-21T08:00:00.000Z";367.89999;334.3
"2023-04-21T08:00:00.000Z";"2023-04-21T09:00:00.000Z";304;424.8
"2023-04-21T09:00:00.000Z";"2023-04-21T10:00:00.000Z";282.6;458.8
"2023-04-21T10:00:00.000Z";"2023-04-21T11:00:00.000Z";336.89999;467.8
"2023-04-21T11:00:00.000Z";"2023-04-21T12:00:00.000Z";412.8;420.1
"2023-04-21T12:00:00.000Z";"2023-04-21T13:00:00.000Z";533.6;369.39999
"2023-04-21T13:00:00.000Z";"2023-04-21T14:00:00.000Z";591.1;316.3
"2023-04-21T14:00:00.000Z";"2023-04-21T15:00:00.000Z";605.1;237.59999
"2023-04-21T15:00:00.000Z";"2023-04-21T16:00:00.000Z";651.39999;158.9
"2023-04-21T16:00:00.000Z";"2023-04-21T17:00:00.000Z";775;80.4
"2023-04-21T17:00:00.000Z";"2023-04-21T18:00:00.000Z";1046.7;5.09999
"2023-04-21T18:00:00.000Z";"2023-04-21T19:00:00.000Z";1461.8;0
"2023-04-21T19:00:00.000Z";"2023-04-21T20:00:00.000Z";1796.59999;0
"2023-04-21T20:00:00.000Z";"2023-04-21T21:00:00.000Z";2131.69999;0
"2023-04-21T21:00:00.000Z";"2023-04-21T22:00:00.000Z";2425.4;0
"2023-04-21T22:00:00.000Z";"2023-04-21T23:00:00.000Z";2658.9;0
"2023-04-21T23:00:00.000Z";"2023-04-22T00:00:00.000Z";2417.8;0
"2023-04-22T00:00:00.000Z";"2023-04-22T01:00:00.000Z";2150.8;0
"2023-04-22T01:00:00.000Z";"2023-04-22T02:00:00.000Z";2102.5;0
"2023-04-22T02:00:00.000Z";"2023-04-22T03:00:00.000Z";2064.8;0
"2023-04-22T03:00:00.000Z";"2023-04-22T04:00:00.000Z";1884.2;28.5
"2023-04-22T04:00:00.000Z";"2023-04-22T05:00:00.000Z";1557.5;105.2
"2023-04-22T05:00:00.000Z";"2023-04-22T06:00:00.000Z";1216.59999;191.9
"2023-04-22T06:00:00.000Z";"2023-04-22T07:00:00.000Z";954.7;281
"2023-04-22T07:00:00.000Z";"2023-04-22T08:00:00.000Z";1089.4;350.3
"2023-04-22T08:00:00.000Z";"2023-04-22T09:00:00.000Z";1070.09999;419.89999
"2023-04-22T09:00:00.000Z";"2023-04-22T10:00:00.000Z";1114.59999;459.3
"2023-04-22T10:00:00.000Z";"2023-04-22T11:00:00.000Z";1027.3;469.1
"2023-04-22T11:00:00.000Z";"2023-04-22T12:00:00.000Z";1069.9;431.69999
"2023-04-22T12:00:00.000Z";"2023-04-22T13:00:00.000Z";1095.5;380.5
"2023-04-22T13:00:00.000Z";"2023-04-22T14:00:00.000Z";1164;320.1
"2023-04-22T14:00:00.000Z";"2023-04-22T15:00:00.000Z";1197.8;248.4
"2023-04-22T15:00:00.000Z";"2023-04-22T16:00:00.000Z";1155.59999;163.9
"2023-04-22T16:00:00.000Z";"2023-04-22T17:00:00.000Z";1127.9;86.7
"2023-04-22T17:00:00.000Z";"2023-04-22T18:00:00.000Z";1161.59999;7.9
"2023-04-22T18:00:00.000Z";"2023-04-22T19:00:00.000Z";1334.3;0
"2023-04-22T19:00:00.000Z";"2023-04-22T20:00:00.000Z";1419.3;0
"2023-04-22T20:00:00.000Z";"2023-04-22T21:00:00.000Z";1473;0
"2023-04-22T21:00:00.000Z";"2023-04-22T22:00:00.000Z";1539.09999;0
"2023-04-22T22:00:00.000Z";"2023-04-22T23:00:00.000Z";1579.59999;0
"2023-04-22T23:00:00.000Z";"2023-04-23T00:00:00.000Z";1401.3;0
"2023-04-23T00:00:00.000Z";"2023-04-23T01:00:00.000Z";1318.7;0
"2023-04-23T01:00:00.000Z";"2023-04-23T02:00:00.000Z";1202.9;0
"2023-04-23T02:00:00.000Z";"2023-04-23T03:00:00.000Z";1051.5;0
"2023-04-23T03:00:00.000Z";"2023-04-23T04:00:00.000Z";950;22.69999
"2023-04-23T04:00:00.000Z";"2023-04-23T05:00:00.000Z";762.5;88.79999
"2023-04-23T05:00:00.000Z";"2023-04-23T06:00:00.000Z";663.79999;153.5
"2023-04-23T06:00:00.000Z";"2023-04-23T07:00:00.000Z";633.7;230.59999
"2023-04-23T07:00:00.000Z";"2023-04-23T08:00:00.000Z";625;281.19999
"2023-04-23T08:00:00.000Z";"2023-04-23T09:00:00.000Z";658.89999;349.5
"2023-04-23T09:00:00.000Z";"2023-04-23T10:00:00.000Z";711.6;353
"2023-04-23T10:00:00.000Z";"2023-04-23T11:00:00.000Z";727.89999;351.3
"2023-04-23T11:00:00.000Z";"2023-04-23T12:00:00.000Z";743.1;291.3
"2023-04-23T12:00:00.000Z";"2023-04-23T13:00:00.000Z";780.1;275.3
"2023-04-23T13:00:00.000Z";"2023-04-23T14:00:00.000Z";853.5;220.8
"2023-04-23T14:00:00.000Z";"2023-04-23T15:00:00.000Z";935.1;161
"2023-04-23T15:00:00.000Z";"2023-04-23T16:00:00.000Z";1054.5;103.7
"2023-04-23T16:00:00.000Z";"2023-04-23T17:00:00.000Z";1194.09999;52
"2023-04-23T17:00:00.000Z";"2023-04-23T18:00:00.000Z";1348.2;1
"2023-04-23T18:00:00.000Z";"2023-04-23T19:00:00.000Z";1369.7;0
"2023-04-23T19:00:00.000Z";"2023-04-23T20:00:00.000Z";1438.2;0
"2023-04-23T20:00:00.000Z";"2023-04-23T21:00:00.000Z";1580.7;0
"2023-04-23T21:00:00.000Z";"2023-04-23T22:00:00.000Z";1756.7;0
"2023-04-23T22:00:00.000Z";"2023-04-23T23:00:00.000Z";2089.8;0
"2023-04-23T23:00:00.000Z";"2023-04-24T00:00:00.000Z";2073.5;0
"2023-04-24T00:00:00.000Z";"2023-04-24T01:00:00.000Z";2268.4;0
"2023-04-24T01:00:00.000Z";"2023-04-24T02:00:00.000Z";2340.09999;0
"2023-04-24T02:00:00.000Z";"2023-04-24T03:00:00.000Z";2382;0
"2023-04-24T03:00:00.000Z";"2023-04-24T04:00:00.000Z";2290.5;8.8
"2023-04-24T04:00:00.000Z";"2023-04-24T05:00:00.000Z";2233.9;40.7
"2023-04-24T05:00:00.000Z";"2023-04-24T06:00:00.000Z";2025.2;78.29999
"2023-04-24T06:00:00.000Z";"2023-04-24T07:00:00.000Z";1764.9;118.3
"2023-04-24T07:00:00.000Z";"2023-04-24T08:00:00.000Z";1665.4;220.09999
"2023-04-24T08:00:00.000Z";"2023-04-24T09:00:00.000Z";1555.5;302.1
"2023-04-24T09:00:00.000Z";"2023-04-24T10:00:00.000Z";1376.09999;349.69999
"2023-04-24T10:00:00.000Z";"2023-04-24T11:00:00.000Z";1247.3;365.89999
"2023-04-24T11:00:00.000Z";"2023-04-24T12:00:00.000Z";928.5;346.6
"2023-04-24T12:00:00.000Z";"2023-04-24T13:00:00.000Z";772.89999;336.5
"2023-04-24T13:00:00.000Z";"2023-04-24T14:00:00.000Z";657.89999;280.8
"2023-04-24T14:00:00.000Z";"2023-04-24T15:00:00.000Z";505.69999;199.59999
"2023-04-24T15:00:00.000Z";"2023-04-24T16:00:00.000Z";390.5;128.4
"2023-04-24T16:00:00.000Z";"2023-04-24T17:00:00.000Z";347.39999;66.79999
"2023-04-24T17:00:00.000Z";"2023-04-24T18:00:00.000Z";428.69999;6
"2023-04-24T18:00:00.000Z";"2023-04-24T19:00:00.000Z";597.1;0
"2023-04-24T19:00:00.000Z";"2023-04-24T20:00:00.000Z";786.5;0
"2023-04-24T20:00:00.000Z";"2023-04-24T21:00:00.000Z";959.39999;0
"2023-04-24T21:00:00.000Z";"2023-04-24T22:00:00.000Z";1061.09999;0
"2023-04-24T22:00:00.000Z";"2023-04-24T23:00:00.000Z";1142.5;0
"2023-04-24T23:00:00.000Z";"2023-04-25T00:00:00.000Z";1110;0
"2023-04-25T00:00:00.000Z";"2023-04-25T01:00:00.000Z";1154;0
"2023-04-25T01:00:00.000Z";"2023-04-25T02:00:00.000Z";1258.9;0
"2023-04-25T02:00:00.000Z";"2023-04-25T03:00:00.000Z";1457.09999;0
"2023-04-25T03:00:00.000Z";"2023-04-25T04:00:00.000Z";1640.8;19.89999
"2023-04-25T04:00:00.000Z";"2023-04-25T05:00:00.000Z";1683.8;61.5
"2023-04-25T05:00:00.000Z";"2023-04-25T06:00:00.000Z";1397.5;105.8
"2023-04-25T06:00:00.000Z";"2023-04-25T07:00:00.000Z";1429.4;156.69999
"2023-04-25T07:00:00.000Z";"2023-04-25T08:00:00.000Z";1655.5;225.9
"2023-04-25T08:00:00.000Z";"2023-04-25T09:00:00.000Z";1885.4;351.1
"2023-04-25T09:00:00.000Z";"2023-04-25T10:00:00.000Z";1978.4;352.1
"2023-04-25T10:00:00.000Z";"2023-04-25T11:00:00.000Z";2010.8;375.3
"2023-04-25T11:00:00.000Z";"2023-04-25T12:00:00.000Z";2362.4;330.5
"2023-04-25T12:00:00.000Z";"2023-04-25T13:00:00.000Z";2635.9;305.69999
"2023-04-25T13:00:00.000Z";"2023-04-25T14:00:00.000Z";2754.4;261.39999
"2023-04-25T14:00:00.000Z";"2023-04-25T15:00:00.000Z";2836.5;200.19999
"2023-04-25T15:00:00.000Z";"2023-04-25T16:00:00.000Z";2784.69999;132.69999
"2023-04-25T16:00:00.000Z";"2023-04-25T17:00:00.000Z";3039.9;76.2
"2023-04-25T17:00:00.000Z";"2023-04-25T18:00:00.000Z";3159.69999;4.79999
"2023-04-25T18:00:00.000Z";"2023-04-25T19:00:00.000Z";3249.59999;0
"2023-04-25T19:00:00.000Z";"2023-04-25T20:00:00.000Z";3099.3;0
"2023-04-25T20:00:00.000Z";"2023-04-25T21:00:00.000Z";2755.5;0
"2023-04-25T21:00:00.000Z";"2023-04-25T22:00:00.000Z";2338.5;0
"2023-04-25T22:00:00.000Z";"2023-04-25T23:00:00.000Z";2063.19999;0
"2023-04-25T23:00:00.000Z";"2023-04-26T00:00:00.000Z";2188;0
"2023-04-26T00:00:00.000Z";"2023-04-26T01:00:00.000Z";2065.5;0
"2023-04-26T01:00:00.000Z";"2023-04-26T02:00:00.000Z";1897.9;0
"2023-04-26T02:00:00.000Z";"2023-04-26T03:00:00.000Z";1806.5;0
"2023-04-26T03:00:00.000Z";"2023-04-26T04:00:00.000Z";1640.09999;27.89999
"2023-04-26T04:00:00.000Z";"2023-04-26T05:00:00.000Z";1557.8;87.2
"2023-04-26T05:00:00.000Z";"2023-04-26T06:00:00.000Z";1335.09999;143.8
"2023-04-26T06:00:00.000Z";"2023-04-26T07:00:00.000Z";880.6;209.4
"2023-04-26T07:00:00.000Z";"2023-04-26T08:00:00.000Z";662.7;256.5
"2023-04-26T08:00:00.000Z";"2023-04-26T09:00:00.000Z";684.39999;296.69999
"2023-04-26T09:00:00.000Z";"2023-04-26T10:00:00.000Z";939.6;328.69999
"2023-04-26T10:00:00.000Z";"2023-04-26T11:00:00.000Z";1289.09999;338
"2023-04-26T11:00:00.000Z";"2023-04-26T12:00:00.000Z";1303.9;311.89999
"2023-04-26T12:00:00.000Z";"2023-04-26T13:00:00.000Z";1373.7;255
"2023-04-26T13:00:00.000Z";"2023-04-26T14:00:00.000Z";1486.9;220.19999
"2023-04-26T14:00:00.000Z";"2023-04-26T15:00:00.000Z";1530.5;160.3
"2023-04-26T15:00:00.000Z";"2023-04-26T16:00:00.000Z";1503.5;101.3
"2023-04-26T16:00:00.000Z";"2023-04-26T17:00:00.000Z";1525;46.79999
"2023-04-26T17:00:00.000Z";"2023-04-26T18:00:00.000Z";1572.3;3
"2023-04-26T18:00:00.000Z";"2023-04-26T19:00:00.000Z";1685.9;0
"2023-04-26T19:00:00.000Z";"2023-04-26T20:00:00.000Z";1702.9;0
"2023-04-26T20:00:00.000Z";"2023-04-26T21:00:00.000Z";1661;0
"2023-04-26T21:00:00.000Z";"2023-04-26T22:00:00.000Z";1617.4;0
"2023-04-26T22:00:00.000Z";"2023-04-26T23:00:00.000Z";1784.5;0
"2023-04-26T23:00:00.000Z";"2023-04-27T00:00:00.000Z";1880.2;0
"2023-04-27T00:00:00.000Z";"2023-04-27T01:00:00.000Z";2069.09999;0
"2023-04-27T01:00:00.000Z";"2023-04-27T02:00:00.000Z";2083.5;0
"2023-04-27T02:00:00.000Z";"2023-04-27T03:00:00.000Z";2045.8;0.1
"2023-04-27T03:00:00.000Z";"2023-04-27T04:00:00.000Z";1833.7;21.69999
"2023-04-27T04:00:00.000Z";"2023-04-27T05:00:00.000Z";1511.59999;65.5
"2023-04-27T05:00:00.000Z";"2023-04-27T06:00:00.000Z";1252.59999;109.8
"2023-04-27T06:00:00.000Z";"2023-04-27T07:00:00.000Z";947.1;153.3
"2023-04-27T07:00:00.000Z";"2023-04-27T08:00:00.000Z";762.29999;191.09999
